sample	strainID	genus	species	count
41CYC	JE2571RP4	Escherichia	coli	0
41CYC	PsFluSBW25	Pseudomonas	fluorescens	36
45ANA	HAMBI-0097	Acinetobacter	lwoffii	14
45ANA	HAMBI-0105	Agrobacterium	tumefaciens	994
45ANA	HAMBI-0216	Azorhizobium	caulinodans	4
45ANA	HAMBI-0262	Brevundimonas	bullata	3
45ANA	HAMBI-0403	Comamonas	testosteroni	501
45ANA	HAMBI-1279	Hafnia	alvei	391
45ANA	HAMBI-1287	Citrobacter	koseri	19271
45ANA	HAMBI-1292	Morganella	morganii	26
45ANA	HAMBI-1299	Kluyvera	intermedia	627
45ANA	HAMBI-1842	Sphingobium	yanoikuyae	0
45ANA	HAMBI-1874	Sphingobacterium	multivorum	6
45ANA	HAMBI-1896	Sphingobacterium	spiritivorum	2193
45ANA	HAMBI-1923	Myroides	odoratus	1162
45ANA	HAMBI-1966	Chitinophaga	filiformis	0
45ANA	HAMBI-1972	Aeromonas	caviae	4502
45ANA	HAMBI-1988	Chitinophaga	sancti	0
45ANA	HAMBI-1992	Phyllobacterium	myrsinacearum	291
45ANA	HAMBI-2159	Paraburkholderia	caryophylli	2
45ANA	HAMBI-2160	Bordetella	avium	197
45ANA	HAMBI-2164	Cupriavidus	necator	298
45ANA	HAMBI-2443	Paracoccus	denitrificans	0
45ANA	HAMBI-2467	Thermomonas	haemolytica	0
45ANA	HAMBI-2494	Paraburkholderia	kururiensis	76
45ANA	HAMBI-2659	Stenotrophomonas	maltophilia	1949
45ANA	HAMBI-2792	Moraxella	canis	4
45ANA	HAMBI-3031	Niabella	yanshanensis	220
45ANA	HAMBI-3172	Azospirillum	brasilense	293
45ANA	HAMBI-3237	Microvirga	lotononidis	5
45ANA	JE2571RP4	Escherichia	coli	3
45ANA	PsFluSBW25	Pseudomonas	fluorescens	155
45ANB	HAMBI-0097	Acinetobacter	lwoffii	28
45ANB	HAMBI-0105	Agrobacterium	tumefaciens	1783
45ANB	HAMBI-0216	Azorhizobium	caulinodans	4
45ANB	HAMBI-0262	Brevundimonas	bullata	2
45ANB	HAMBI-0403	Comamonas	testosteroni	151
45ANB	HAMBI-1279	Hafnia	alvei	422
45ANB	HAMBI-1287	Citrobacter	koseri	21533
45ANB	HAMBI-1292	Morganella	morganii	16
45ANB	HAMBI-1299	Kluyvera	intermedia	786
45ANB	HAMBI-1842	Sphingobium	yanoikuyae	0
45ANB	HAMBI-1874	Sphingobacterium	multivorum	0
45ANB	HAMBI-1896	Sphingobacterium	spiritivorum	2549
45ANB	HAMBI-1923	Myroides	odoratus	1328
45ANB	HAMBI-1966	Chitinophaga	filiformis	0
45ANB	HAMBI-1972	Aeromonas	caviae	5220
45ANB	HAMBI-1988	Chitinophaga	sancti	1
45ANB	HAMBI-1992	Phyllobacterium	myrsinacearum	240
45ANB	HAMBI-2159	Paraburkholderia	caryophylli	10
45ANB	HAMBI-2160	Bordetella	avium	226
45ANB	HAMBI-2164	Cupriavidus	necator	401
45ANB	HAMBI-2443	Paracoccus	denitrificans	0
45ANB	HAMBI-2467	Thermomonas	haemolytica	0
45ANB	HAMBI-2494	Paraburkholderia	kururiensis	69
45ANB	HAMBI-2659	Stenotrophomonas	maltophilia	2800
45ANB	HAMBI-2792	Moraxella	canis	2
45ANB	HAMBI-3031	Niabella	yanshanensis	0
45ANB	HAMBI-3172	Azospirillum	brasilense	216
45ANB	HAMBI-3237	Microvirga	lotononidis	8
45ANB	JE2571RP4	Escherichia	coli	2
45ANB	PsFluSBW25	Pseudomonas	fluorescens	193
45ANC	HAMBI-0097	Acinetobacter	lwoffii	19
45ANC	HAMBI-0105	Agrobacterium	tumefaciens	1673
45ANC	HAMBI-0216	Azorhizobium	caulinodans	5
45ANC	HAMBI-0262	Brevundimonas	bullata	2
45ANC	HAMBI-0403	Comamonas	testosteroni	190
45ANC	HAMBI-1279	Hafnia	alvei	376
45ANC	HAMBI-1287	Citrobacter	koseri	22261
45ANC	HAMBI-1292	Morganella	morganii	15
45ANC	HAMBI-1299	Kluyvera	intermedia	788
45ANC	HAMBI-1842	Sphingobium	yanoikuyae	0
45ANC	HAMBI-1874	Sphingobacterium	multivorum	1
45ANC	HAMBI-1896	Sphingobacterium	spiritivorum	2311
45ANC	HAMBI-1923	Myroides	odoratus	1149
45ANC	HAMBI-1966	Chitinophaga	filiformis	0
45ANC	HAMBI-1972	Aeromonas	caviae	4476
45ANC	HAMBI-1988	Chitinophaga	sancti	0
45ANC	HAMBI-1992	Phyllobacterium	myrsinacearum	322
45ANC	HAMBI-2159	Paraburkholderia	caryophylli	7
45ANC	HAMBI-2160	Bordetella	avium	193
45ANC	HAMBI-2164	Cupriavidus	necator	287
45ANC	HAMBI-2443	Paracoccus	denitrificans	0
45ANC	HAMBI-2467	Thermomonas	haemolytica	0
45ANC	HAMBI-2494	Paraburkholderia	kururiensis	107
45ANC	HAMBI-2659	Stenotrophomonas	maltophilia	1964
45ANC	HAMBI-2792	Moraxella	canis	6
45ANC	HAMBI-3031	Niabella	yanshanensis	177
45ANC	HAMBI-3172	Azospirillum	brasilense	177
45ANC	HAMBI-3237	Microvirga	lotononidis	10
45ANC	JE2571RP4	Escherichia	coli	1
45ANC	PsFluSBW25	Pseudomonas	fluorescens	196
45AYA	HAMBI-0097	Acinetobacter	lwoffii	0
45AYA	HAMBI-0105	Agrobacterium	tumefaciens	327
45AYA	HAMBI-0216	Azorhizobium	caulinodans	20
45AYA	HAMBI-0262	Brevundimonas	bullata	0
45AYA	HAMBI-0403	Comamonas	testosteroni	24
45AYA	HAMBI-1279	Hafnia	alvei	2
45AYA	HAMBI-1287	Citrobacter	koseri	11557
45AYA	HAMBI-1292	Morganella	morganii	7
45AYA	HAMBI-1299	Kluyvera	intermedia	5
45AYA	HAMBI-1842	Sphingobium	yanoikuyae	0
45AYA	HAMBI-1874	Sphingobacterium	multivorum	318
45AYA	HAMBI-1896	Sphingobacterium	spiritivorum	977
45AYA	HAMBI-1923	Myroides	odoratus	388
45AYA	HAMBI-1966	Chitinophaga	filiformis	0
45AYA	HAMBI-1972	Aeromonas	caviae	299
45AYA	HAMBI-1988	Chitinophaga	sancti	0
45AYA	HAMBI-1992	Phyllobacterium	myrsinacearum	61
45AYA	HAMBI-2159	Paraburkholderia	caryophylli	11
45AYA	HAMBI-2160	Bordetella	avium	46
45AYA	HAMBI-2164	Cupriavidus	necator	228
45AYA	HAMBI-2443	Paracoccus	denitrificans	183
45AYA	HAMBI-2467	Thermomonas	haemolytica	0
45AYA	HAMBI-2494	Paraburkholderia	kururiensis	22
45AYA	HAMBI-2659	Stenotrophomonas	maltophilia	1165
45AYA	HAMBI-2792	Moraxella	canis	0
45AYA	HAMBI-3031	Niabella	yanshanensis	72
45AYA	HAMBI-3172	Azospirillum	brasilense	42
45AYA	HAMBI-3237	Microvirga	lotononidis	11
45AYA	JE2571RP4	Escherichia	coli	0
45AYA	PsFluSBW25	Pseudomonas	fluorescens	13
45AYB	HAMBI-0097	Acinetobacter	lwoffii	0
45AYB	HAMBI-0105	Agrobacterium	tumefaciens	189
45AYB	HAMBI-0216	Azorhizobium	caulinodans	1
45AYB	HAMBI-0262	Brevundimonas	bullata	0
45AYB	HAMBI-0403	Comamonas	testosteroni	16
45AYB	HAMBI-1279	Hafnia	alvei	0
45AYB	HAMBI-1287	Citrobacter	koseri	18305
45AYB	HAMBI-1292	Morganella	morganii	1
45AYB	HAMBI-1299	Kluyvera	intermedia	2
45AYB	HAMBI-1842	Sphingobium	yanoikuyae	0
45AYB	HAMBI-1874	Sphingobacterium	multivorum	655
45AYB	HAMBI-1896	Sphingobacterium	spiritivorum	1604
45AYB	HAMBI-1923	Myroides	odoratus	433
45AYB	HAMBI-1966	Chitinophaga	filiformis	0
45AYB	HAMBI-1972	Aeromonas	caviae	105
45AYB	HAMBI-1988	Chitinophaga	sancti	0
45AYB	HAMBI-1992	Phyllobacterium	myrsinacearum	87
45AYB	HAMBI-2159	Paraburkholderia	caryophylli	4
45AYB	HAMBI-2160	Bordetella	avium	115
45AYB	HAMBI-2164	Cupriavidus	necator	434
45AYB	HAMBI-2443	Paracoccus	denitrificans	421
45AYB	HAMBI-2467	Thermomonas	haemolytica	0
45AYB	HAMBI-2494	Paraburkholderia	kururiensis	37
45AYB	HAMBI-2659	Stenotrophomonas	maltophilia	1358
45AYB	HAMBI-2792	Moraxella	canis	0
45AYB	HAMBI-3031	Niabella	yanshanensis	115
45AYB	HAMBI-3172	Azospirillum	brasilense	347
45AYB	HAMBI-3237	Microvirga	lotononidis	14
45AYB	JE2571RP4	Escherichia	coli	0
45AYB	PsFluSBW25	Pseudomonas	fluorescens	26
45AYC	HAMBI-0097	Acinetobacter	lwoffii	0
45AYC	HAMBI-0105	Agrobacterium	tumefaciens	825
45AYC	HAMBI-0216	Azorhizobium	caulinodans	11
45AYC	HAMBI-0262	Brevundimonas	bullata	0
45AYC	HAMBI-0403	Comamonas	testosteroni	55
45AYC	HAMBI-1279	Hafnia	alvei	3
45AYC	HAMBI-1287	Citrobacter	koseri	32064
45AYC	HAMBI-1292	Morganella	morganii	1
45AYC	HAMBI-1299	Kluyvera	intermedia	2
45AYC	HAMBI-1842	Sphingobium	yanoikuyae	0
45AYC	HAMBI-1874	Sphingobacterium	multivorum	1041
45AYC	HAMBI-1896	Sphingobacterium	spiritivorum	2256
45AYC	HAMBI-1923	Myroides	odoratus	636
45AYC	HAMBI-1966	Chitinophaga	filiformis	0
45AYC	HAMBI-1972	Aeromonas	caviae	373
45AYC	HAMBI-1988	Chitinophaga	sancti	0
45AYC	HAMBI-1992	Phyllobacterium	myrsinacearum	223
45AYC	HAMBI-2159	Paraburkholderia	caryophylli	10
45AYC	HAMBI-2160	Bordetella	avium	150
45AYC	HAMBI-2164	Cupriavidus	necator	727
45AYC	HAMBI-2443	Paracoccus	denitrificans	888
45AYC	HAMBI-2467	Thermomonas	haemolytica	0
45AYC	HAMBI-2494	Paraburkholderia	kururiensis	76
45AYC	HAMBI-2659	Stenotrophomonas	maltophilia	1561
45AYC	HAMBI-2792	Moraxella	canis	0
45AYC	HAMBI-3031	Niabella	yanshanensis	229
45AYC	HAMBI-3172	Azospirillum	brasilense	1183
45AYC	HAMBI-3237	Microvirga	lotononidis	4
45AYC	JE2571RP4	Escherichia	coli	0
45AYC	PsFluSBW25	Pseudomonas	fluorescens	42
45CNA	HAMBI-0097	Acinetobacter	lwoffii	84
45CNA	HAMBI-0105	Agrobacterium	tumefaciens	1175
45CNA	HAMBI-0216	Azorhizobium	caulinodans	13
45CNA	HAMBI-0262	Brevundimonas	bullata	10
45CNA	HAMBI-0403	Comamonas	testosteroni	617
45CNA	HAMBI-1279	Hafnia	alvei	1422
45CNA	HAMBI-1287	Citrobacter	koseri	57147
45CNA	HAMBI-1292	Morganella	morganii	137
45CNA	HAMBI-1299	Kluyvera	intermedia	4488
45CNA	HAMBI-1842	Sphingobium	yanoikuyae	0
45CNA	HAMBI-1874	Sphingobacterium	multivorum	3
45CNA	HAMBI-1896	Sphingobacterium	spiritivorum	6034
45CNA	HAMBI-1923	Myroides	odoratus	2483
45CNA	HAMBI-1966	Chitinophaga	filiformis	0
45CNA	HAMBI-1972	Aeromonas	caviae	15398
45CNA	HAMBI-1988	Chitinophaga	sancti	2
45CNA	HAMBI-1992	Phyllobacterium	myrsinacearum	387
45CNA	HAMBI-2159	Paraburkholderia	caryophylli	22
45CNA	HAMBI-2160	Bordetella	avium	654
45CNA	HAMBI-2164	Cupriavidus	necator	1279
45CNA	HAMBI-2443	Paracoccus	denitrificans	2649
45CNA	HAMBI-2467	Thermomonas	haemolytica	0
45CNA	HAMBI-2494	Paraburkholderia	kururiensis	218
45CNA	HAMBI-2659	Stenotrophomonas	maltophilia	3705
45CNA	HAMBI-2792	Moraxella	canis	7
45CNA	HAMBI-3031	Niabella	yanshanensis	347
45CNA	HAMBI-3172	Azospirillum	brasilense	116
45CNA	HAMBI-3237	Microvirga	lotononidis	6
45CNA	JE2571RP4	Escherichia	coli	7
45CNA	PsFluSBW25	Pseudomonas	fluorescens	258
45CNB	HAMBI-0097	Acinetobacter	lwoffii	75
45CNB	HAMBI-0105	Agrobacterium	tumefaciens	1693
45CNB	HAMBI-0216	Azorhizobium	caulinodans	13
45CNB	HAMBI-0262	Brevundimonas	bullata	20
45CNB	HAMBI-0403	Comamonas	testosteroni	1091
45CNB	HAMBI-1279	Hafnia	alvei	1287
45CNB	HAMBI-1287	Citrobacter	koseri	64977
45CNB	HAMBI-1292	Morganella	morganii	151
45CNB	HAMBI-1299	Kluyvera	intermedia	5098
45CNB	HAMBI-1842	Sphingobium	yanoikuyae	1
45CNB	HAMBI-1874	Sphingobacterium	multivorum	3
45CNB	HAMBI-1896	Sphingobacterium	spiritivorum	6936
45CNB	HAMBI-1923	Myroides	odoratus	3476
45CNB	HAMBI-1966	Chitinophaga	filiformis	2
45CNB	HAMBI-1972	Aeromonas	caviae	17783
45CNB	HAMBI-1988	Chitinophaga	sancti	3
45CNB	HAMBI-1992	Phyllobacterium	myrsinacearum	823
45CNB	HAMBI-2159	Paraburkholderia	caryophylli	27
45CNB	HAMBI-2160	Bordetella	avium	532
45CNB	HAMBI-2164	Cupriavidus	necator	2395
45CNB	HAMBI-2443	Paracoccus	denitrificans	3137
45CNB	HAMBI-2467	Thermomonas	haemolytica	1
45CNB	HAMBI-2494	Paraburkholderia	kururiensis	471
45CNB	HAMBI-2659	Stenotrophomonas	maltophilia	3501
45CNB	HAMBI-2792	Moraxella	canis	17
45CNB	HAMBI-3031	Niabella	yanshanensis	379
45CNB	HAMBI-3172	Azospirillum	brasilense	155
45CNB	HAMBI-3237	Microvirga	lotononidis	4
45CNB	JE2571RP4	Escherichia	coli	6
45CNB	PsFluSBW25	Pseudomonas	fluorescens	221
45CNC	HAMBI-0097	Acinetobacter	lwoffii	34
45CNC	HAMBI-0105	Agrobacterium	tumefaciens	2078
45CNC	HAMBI-0216	Azorhizobium	caulinodans	47
45CNC	HAMBI-0262	Brevundimonas	bullata	5
45CNC	HAMBI-0403	Comamonas	testosteroni	812
45CNC	HAMBI-1279	Hafnia	alvei	1618
45CNC	HAMBI-1287	Citrobacter	koseri	95566
45CNC	HAMBI-1292	Morganella	morganii	117
45CNC	HAMBI-1299	Kluyvera	intermedia	6136
45CNC	HAMBI-1842	Sphingobium	yanoikuyae	0
45CNC	HAMBI-1874	Sphingobacterium	multivorum	3
45CNC	HAMBI-1896	Sphingobacterium	spiritivorum	9892
45CNC	HAMBI-1923	Myroides	odoratus	3805
45CNC	HAMBI-1966	Chitinophaga	filiformis	0
45CNC	HAMBI-1972	Aeromonas	caviae	24418
45CNC	HAMBI-1988	Chitinophaga	sancti	3
45CNC	HAMBI-1992	Phyllobacterium	myrsinacearum	1336
45CNC	HAMBI-2159	Paraburkholderia	caryophylli	27
45CNC	HAMBI-2160	Bordetella	avium	540
45CNC	HAMBI-2164	Cupriavidus	necator	797
45CNC	HAMBI-2443	Paracoccus	denitrificans	1
45CNC	HAMBI-2467	Thermomonas	haemolytica	0
45CNC	HAMBI-2494	Paraburkholderia	kururiensis	179
45CNC	HAMBI-2659	Stenotrophomonas	maltophilia	2514
45CNC	HAMBI-2792	Moraxella	canis	16
45CNC	HAMBI-3031	Niabella	yanshanensis	943
45CNC	HAMBI-3172	Azospirillum	brasilense	152
45CNC	HAMBI-3237	Microvirga	lotononidis	0
45CNC	JE2571RP4	Escherichia	coli	5
45CNC	PsFluSBW25	Pseudomonas	fluorescens	305
45CYA	HAMBI-0097	Acinetobacter	lwoffii	0
45CYA	HAMBI-0105	Agrobacterium	tumefaciens	1548
45CYA	HAMBI-0216	Azorhizobium	caulinodans	8
45CYA	HAMBI-0262	Brevundimonas	bullata	0
45CYA	HAMBI-0403	Comamonas	testosteroni	99
45CYA	HAMBI-1279	Hafnia	alvei	6
45CYA	HAMBI-1287	Citrobacter	koseri	36139
45CYA	HAMBI-1292	Morganella	morganii	17
45CYA	HAMBI-1299	Kluyvera	intermedia	16
45CYA	HAMBI-1842	Sphingobium	yanoikuyae	0
45CYA	HAMBI-1874	Sphingobacterium	multivorum	1098
45CYA	HAMBI-1896	Sphingobacterium	spiritivorum	2783
45CYA	HAMBI-1923	Myroides	odoratus	1146
45CYA	HAMBI-1966	Chitinophaga	filiformis	0
45CYA	HAMBI-1972	Aeromonas	caviae	459
45CYA	HAMBI-1988	Chitinophaga	sancti	0
45CYA	HAMBI-1992	Phyllobacterium	myrsinacearum	471
45CYA	HAMBI-2159	Paraburkholderia	caryophylli	10
45CYA	HAMBI-2160	Bordetella	avium	143
45CYA	HAMBI-2164	Cupriavidus	necator	1384
45CYA	HAMBI-2443	Paracoccus	denitrificans	535
45CYA	HAMBI-2467	Thermomonas	haemolytica	0
45CYA	HAMBI-2494	Paraburkholderia	kururiensis	49
45CYA	HAMBI-2659	Stenotrophomonas	maltophilia	1724
45CYA	HAMBI-2792	Moraxella	canis	0
45CYA	HAMBI-3031	Niabella	yanshanensis	205
45CYA	HAMBI-3172	Azospirillum	brasilense	1143
45CYA	HAMBI-3237	Microvirga	lotononidis	15
45CYA	JE2571RP4	Escherichia	coli	0
45CYA	PsFluSBW25	Pseudomonas	fluorescens	90
45CYB	HAMBI-0097	Acinetobacter	lwoffii	0
45CYB	HAMBI-0105	Agrobacterium	tumefaciens	1480
45CYB	HAMBI-0216	Azorhizobium	caulinodans	7
45CYB	HAMBI-0262	Brevundimonas	bullata	0
45CYB	HAMBI-0403	Comamonas	testosteroni	286
45CYB	HAMBI-1279	Hafnia	alvei	0
45CYB	HAMBI-1287	Citrobacter	koseri	19087
45CYB	HAMBI-1292	Morganella	morganii	24
45CYB	HAMBI-1299	Kluyvera	intermedia	24
45CYB	HAMBI-1842	Sphingobium	yanoikuyae	0
45CYB	HAMBI-1874	Sphingobacterium	multivorum	448
45CYB	HAMBI-1896	Sphingobacterium	spiritivorum	1044
45CYB	HAMBI-1923	Myroides	odoratus	795
45CYB	HAMBI-1966	Chitinophaga	filiformis	0
45CYB	HAMBI-1972	Aeromonas	caviae	78
45CYB	HAMBI-1988	Chitinophaga	sancti	0
45CYB	HAMBI-1992	Phyllobacterium	myrsinacearum	465
45CYB	HAMBI-2159	Paraburkholderia	caryophylli	7
45CYB	HAMBI-2160	Bordetella	avium	173
45CYB	HAMBI-2164	Cupriavidus	necator	528
45CYB	HAMBI-2443	Paracoccus	denitrificans	258
45CYB	HAMBI-2467	Thermomonas	haemolytica	0
45CYB	HAMBI-2494	Paraburkholderia	kururiensis	95
45CYB	HAMBI-2659	Stenotrophomonas	maltophilia	2237
45CYB	HAMBI-2792	Moraxella	canis	0
45CYB	HAMBI-3031	Niabella	yanshanensis	69
45CYB	HAMBI-3172	Azospirillum	brasilense	100
45CYB	HAMBI-3237	Microvirga	lotononidis	37
45CYB	JE2571RP4	Escherichia	coli	0
45CYB	PsFluSBW25	Pseudomonas	fluorescens	80
45CYC	HAMBI-0097	Acinetobacter	lwoffii	0
45CYC	HAMBI-0105	Agrobacterium	tumefaciens	1255
45CYC	HAMBI-0216	Azorhizobium	caulinodans	43
45CYC	HAMBI-0262	Brevundimonas	bullata	0
45CYC	HAMBI-0403	Comamonas	testosteroni	183
45CYC	HAMBI-1279	Hafnia	alvei	1
45CYC	HAMBI-1287	Citrobacter	koseri	46129
45CYC	HAMBI-1292	Morganella	morganii	26
45CYC	HAMBI-1299	Kluyvera	intermedia	17
45CYC	HAMBI-1842	Sphingobium	yanoikuyae	0
45CYC	HAMBI-1874	Sphingobacterium	multivorum	1918
45CYC	HAMBI-1896	Sphingobacterium	spiritivorum	3716
45CYC	HAMBI-1923	Myroides	odoratus	1203
45CYC	HAMBI-1966	Chitinophaga	filiformis	0
45CYC	HAMBI-1972	Aeromonas	caviae	1181
45CYC	HAMBI-1988	Chitinophaga	sancti	0
45CYC	HAMBI-1992	Phyllobacterium	myrsinacearum	264
45CYC	HAMBI-2159	Paraburkholderia	caryophylli	6
45CYC	HAMBI-2160	Bordetella	avium	184
45CYC	HAMBI-2164	Cupriavidus	necator	770
45CYC	HAMBI-2443	Paracoccus	denitrificans	1266
45CYC	HAMBI-2467	Thermomonas	haemolytica	0
45CYC	HAMBI-2494	Paraburkholderia	kururiensis	19
45CYC	HAMBI-2659	Stenotrophomonas	maltophilia	2074
45CYC	HAMBI-2792	Moraxella	canis	0
45CYC	HAMBI-3031	Niabella	yanshanensis	133
45CYC	HAMBI-3172	Azospirillum	brasilense	86
45CYC	HAMBI-3237	Microvirga	lotononidis	14
45CYC	JE2571RP4	Escherichia	coli	0
45CYC	PsFluSBW25	Pseudomonas	fluorescens	30
